Order_ID,Order_Date,Discount,Subtotal,Total,payment,Purchase_Status,Customer_Id,Customer_Name,City,State,Region,Services,P_Sevice,D_Forecast,D_Date,Status,Product,Quantity,Price,Product_Name,Category,Subcategory,lead_time,is_late,Mes
607,2025-02-23 02:32:31,0.1103,174.9,188.6,Boleto,Processando,C00607,Lucas Gabriel Jesus,Ji-Paraná,RO,Norte,Scheduled,32.99,2025-04-28 01:04:03,2025-05-02 01:04:03,A Caminho,Teclado Mecanico Fizz,1,174.9,Teclado Mecanico Fizz,Eletrônicos,Informática,67,True,2025-02
608,2025-04-15 21:31:45,0.1443,1798.0,1571.54,Credito,Em Analise,C00608,Letícia Novaes,Bacabal,MA,Nordeste,Scheduled,32.99,2025-04-29 21:19:07,2025-05-02 21:19:07,Entregue,Fone de Ouvido Profissional EDIFIER WH950NB,2,899.0,Fone de Ouvido Profissional EDIFIER WH950NB,Eletrônicos,Áudio e Vídeo,16,True,2025-04
609,2025-04-22 16:44:31,0.0561,35.8,66.78,PIX,Processando,C00609,Lorenzo da Cunha,Vitória,ES,Sudeste,Scheduled,32.99,2025-04-22 21:08:27,2025-04-24 21:08:27,Entregue,Película de Vidro 3D Galaxy A30s,2,17.9,Película de Vidro 3D Galaxy A30s,Eletrônicos,"Celulares, Tablets e Acessórios",2,True,2025-04
610,2025-03-24 18:08:21,0.0814,769.9,730.13,Credito,Cancelado,C00610,Alana Campos,Brasiléia,AC,Norte,Standard,22.9,2025-05-07 01:28:29,2025-05-10 01:28:29,Atrasado,"Soundbar Tomate MTS-2017, Bivolt",1,769.9,"Soundbar Tomate MTS-2017, Bivolt",Eletrônicos,Áudio e Vídeo,46,True,2025-03
611,2025-04-02 17:41:59,0.1277,857.98,791.32,Boleto,Confirmado,C00611,Ana Vitória Silva,Betim,MG,Sudeste,Same-Day,42.9,2025-05-14 01:00:36,2025-05-15 01:00:36,Entregue,Fone de Ouvido Profissional AKG K92,2,428.99,Fone de Ouvido Profissional AKG K92,Eletrônicos,Áudio e Vídeo,42,True,2025-04
612,2025-03-05 17:39:58,0.0501,374.73,398.86,Debito,Cancelado,C00612,Alexandre Ramos,Castanhal,PA,Norte,Same-Day,42.9,2025-04-22 18:23:13,2025-04-25 18:23:13,Trânsito,"Fone de Ouvido Sem Fio TWS, PHILIPS",3,124.91,"Fone de Ouvido Sem Fio TWS, PHILIPS",Eletrônicos,"Celulares, Tablets e Acessórios",51,True,2025-03
613,2025-03-26 06:49:51,0.0213,949.0,951.69,Credito,Cancelado,C00613,Maria Julia da Mata,Duque de Caxias,RJ,Sudeste,Standard,22.9,2025-04-16 06:53:23,2025-04-20 06:53:23,Atrasado,Smart TV 32” Philco LED Roku TV,1,949.0,Smart TV 32” Philco LED Roku TV,Eletrônicos,Áudio e Vídeo,25,True,2025-03
614,2025-02-16 20:33:10,0.0423,3596.0,3476.88,PIX,Em Analise,C00614,Davi Ribeiro,Parnamirim,RN,Nordeste,Scheduled,32.99,2025-04-25 11:45:27,2025-04-30 11:45:27,A Caminho,Fone de Ouvido Profissional EDIFIER WH950NB,4,899.0,Fone de Ouvido Profissional EDIFIER WH950NB,Eletrônicos,Áudio e Vídeo,72,True,2025-02
616,2025-04-18 01:45:38,0.0239,129.86,159.75,PIX,Processando,C00616,Dr. Antônio da Rocha,Propriá,SE,Nordeste,Scheduled,32.99,2025-04-28 15:32:35,2025-05-02 15:32:35,Trânsito,Fone de ouvido Sem Fio QCY T27,1,129.86,Fone de ouvido Sem Fio QCY T27,Eletrônicos,"Celulares, Tablets e Acessórios",14,True,2025-04
618,2025-03-25 05:37:14,0.0697,4316.0,4038.07,PIX,Confirmado,C00618,Clara Cardoso,Juiz de Fora,MG,Sudeste,Standard,22.9,2025-04-24 00:24:08,2025-04-27 00:24:08,Atrasado,"Smart TV LED 32""Samsung LED Tizen TV",4,1079.0,"Smart TV LED 32""Samsung LED Tizen TV",Eletrônicos,Áudio e Vídeo,32,True,2025-03
620,2025-05-12 06:38:29,0.1407,389.58,357.67,Boleto,Em Analise,C00620,Daniel Almeida,Bom Jesus,PI,Nordeste,Standard,22.9,2025-05-11 19:00:51,2025-05-15 19:00:51,Entregue,Fone de ouvido Sem Fio QCY T27,3,129.86,Fone de ouvido Sem Fio QCY T27,Eletrônicos,"Celulares, Tablets e Acessórios",3,True,2025-05
621,2025-02-26 05:27:11,0.0639,1072.0,1036.49,Credito,Confirmado,C00621,Ana Júlia Sales,Parintins,AM,Norte,Scheduled,32.99,2025-04-23 12:37:10,2025-04-27 12:37:10,Trânsito,"Soundbar Samsung com 2.1 canais, Dolby Digital",1,1072.0,"Soundbar Samsung com 2.1 canais, Dolby Digital",Eletrônicos,Áudio e Vídeo,60,True,2025-02
622,2025-03-26 16:35:34,0.1398,10968.52,9478.02,PIX,Cancelado,C00622,Luiz Gustavo Gonçalves,Maringá,PR,Sul,Same-Day,42.9,2025-05-15 18:22:36,2025-05-15 18:22:36,Trânsito,Projetor EPSON Powerlite Wide Screen,4,2742.13,Projetor EPSON Powerlite Wide Screen,Eletrônicos,Áudio e Vídeo,50,False,2025-03
623,2025-04-27 22:34:53,0.0242,663.96,690.79,PIX,Processando,C00623,Srta. Emilly Moreira,Londrina,PR,Sul,Same-Day,42.9,2025-05-16 08:48:00,2025-05-16 08:48:00,Entregue,Mouse Redragon Wireless,4,165.99,Mouse Redragon Wireless,Eletrônicos,Informática,18,False,2025-04
624,2025-03-04 20:07:27,0.0235,51.8,83.57,Debito,Confirmado,C00624,João Lucas Pereira,Sena Madureira,AC,Norte,Scheduled,32.99,2025-04-28 15:51:59,2025-04-28 15:51:59,Entregue,Película para iPhone 14Pro Anti impacto,1,51.8,Película para iPhone 14Pro Anti impacto,Eletrônicos,"Celulares, Tablets e Acessórios",54,False,2025-03
625,2025-02-25 15:37:05,0.1424,7916.4,6832.0,Credito,Em Analise,C00625,Laura Moura,Itajaí,SC,Sul,Same-Day,42.9,2025-04-20 08:31:30,2025-04-25 08:31:30,Atrasado,Samsung Galaxy A36,4,1979.1,Samsung Galaxy A36,Eletrônicos,"Celulares, Tablets e Acessórios",58,True,2025-02
626,2025-04-07 06:31:45,0.0765,259.72,272.84,Debito,Cancelado,C00626,Davi Lucca Rocha,Caxias,MA,Nordeste,Scheduled,32.99,2025-04-25 10:43:53,2025-04-27 10:43:53,Trânsito,Fone de ouvido Sem Fio QCY T27,2,129.86,Fone de ouvido Sem Fio QCY T27,Eletrônicos,"Celulares, Tablets e Acessórios",20,True,2025-04
627,2025-03-30 20:14:04,0.0279,3216.0,3169.17,Credito,Cancelado,C00627,Dr. Arthur da Luz,Contagem,MG,Sudeste,Same-Day,42.9,2025-04-22 10:09:27,2025-04-22 10:09:27,Trânsito,"Soundbar Samsung com 2.1 canais, Dolby Digital",3,1072.0,"Soundbar Samsung com 2.1 canais, Dolby Digital",Eletrônicos,Áudio e Vídeo,22,False,2025-03
629,2025-04-06 03:03:35,0.1175,13812.0,12211.99,Debito,Em Analise,C00629,Yuri Silveira,Santa Maria,RS,Sul,Standard,22.9,2025-05-06 19:09:07,2025-05-07 19:09:07,Entregue,ACER Notebook Gamer Nitro,3,4604.0,ACER Notebook Gamer Nitro,Eletrônicos,Informática,31,True,2025-04
631,2025-05-02 17:51:23,0.1296,3253.14,2874.43,Debito,Confirmado,C00631,Pedro Henrique da Cunha,Londrina,PR,Sul,Same-Day,42.9,2025-05-13 04:56:08,2025-05-15 04:56:08,Atrasado,"Monitor UHD Samsung 32""",2,1626.57,"Monitor UHD Samsung 32""",Eletrônicos,Informática,12,True,2025-05
634,2025-03-11 03:39:48,0.0765,389.58,392.77,Boleto,Processando,C00634,Dr. Leandro Correia,Gravataí,RS,Sul,Scheduled,32.99,2025-04-23 02:37:44,2025-04-24 02:37:44,A Caminho,Fone de ouvido Sem Fio QCY T27,3,129.86,Fone de ouvido Sem Fio QCY T27,Eletrônicos,"Celulares, Tablets e Acessórios",43,True,2025-03
635,2025-03-03 05:56:43,0.0911,2742.13,2515.22,Debito,Confirmado,C00635,Levi Gonçalves,Palmas,TO,Norte,Standard,22.9,2025-05-15 21:57:16,2025-05-15 21:57:16,Atrasado,Projetor EPSON Powerlite Wide Screen,1,2742.13,Projetor EPSON Powerlite Wide Screen,Eletrônicos,Áudio e Vídeo,73,False,2025-03
636,2025-02-28 16:28:39,0.1138,499.64,485.68,Boleto,Confirmado,C00636,Sra. Stephany Lopes,Maringá,PR,Sul,Same-Day,42.9,2025-04-24 20:23:57,2025-04-24 20:23:57,Entregue,"Fone de Ouvido Sem Fio TWS, PHILIPS",4,124.91,"Fone de Ouvido Sem Fio TWS, PHILIPS",Eletrônicos,"Celulares, Tablets e Acessórios",55,False,2025-02
637,2025-02-17 17:24:36,0.0638,1715.96,1649.38,PIX,Processando,C00637,Pedro Miguel Rodrigues,São Bernardo do Campo,SP,Sudeste,Same-Day,42.9,2025-05-16 22:49:29,2025-05-16 22:49:29,Trânsito,Fone de Ouvido Profissional AKG K92,4,428.99,Fone de Ouvido Profissional AKG K92,Eletrônicos,Áudio e Vídeo,88,False,2025-02
638,2025-04-11 21:34:28,0.011,1796.0,1809.23,Credito,Em Analise,C00638,Bárbara Viana,Belém,PA,Norte,Scheduled,32.99,2025-04-17 21:05:58,2025-04-17 21:05:58,Trânsito,SSD Crucial 1TB NVMe M.2,4,449.0,SSD Crucial 1TB NVMe M.2,Eletrônicos,Informática,5,False,2025-04
639,2025-04-07 18:00:27,0.0525,9208.0,8747.48,Debito,Processando,C00639,João Lucas Costela,Bom Jesus,PI,Nordeste,Standard,22.9,2025-04-13 08:38:03,2025-04-18 08:38:03,Entregue,ACER Notebook Gamer Nitro,2,4604.0,ACER Notebook Gamer Nitro,Eletrônicos,Informática,10,True,2025-04
642,2025-04-11 20:05:13,0.0223,165.99,195.28,Debito,Cancelado,C00642,Juliana Rocha,Macapá,AP,Norte,Scheduled,32.99,2025-05-08 19:12:59,2025-05-12 19:12:59,Atrasado,Mouse Redragon Wireless,1,165.99,Mouse Redragon Wireless,Eletrônicos,Informática,30,True,2025-04
644,2025-02-21 03:54:31,0.0048,949.0,977.43,Debito,Confirmado,C00644,Eduardo Pires,Contagem,MG,Sudeste,Scheduled,32.99,2025-05-03 23:07:51,2025-05-03 23:07:51,A Caminho,Smart TV 32” Philco LED Roku TV,1,949.0,Smart TV 32” Philco LED Roku TV,Eletrônicos,Áudio e Vídeo,71,False,2025-02
645,2025-03-13 18:19:13,0.1115,103.6,114.95,Debito,Confirmado,C00645,Ana Jesus,Florianópolis,SC,Sul,Standard,22.9,2025-05-11 22:52:45,2025-05-11 22:52:45,A Caminho,Película para iPhone 14Pro Anti impacto,2,51.8,Película para iPhone 14Pro Anti impacto,Eletrônicos,"Celulares, Tablets e Acessórios",59,False,2025-03
646,2025-04-25 03:52:19,0.0388,99.8,118.83,Boleto,Processando,C00646,Srta. Clarice Moura,Cruzeiro do Sul,AC,Norte,Standard,22.9,2025-05-09 05:07:56,2025-05-09 05:07:56,A Caminho,Carregador Turbo USB-C 30W,2,49.9,Carregador Turbo USB-C 30W,Eletrônicos,"Celulares, Tablets e Acessórios",14,False,2025-04
648,2025-03-04 11:29:16,0.1049,53.9,91.15,Credito,Processando,C00648,Sr. Benício Nascimento,Cascavel,PR,Sul,Same-Day,42.9,2025-05-02 20:04:56,2025-05-03 20:04:56,A Caminho,Carregador Turbo Tipo-C 50w,1,53.9,Carregador Turbo Tipo-C 50w,Eletrônicos,"Celulares, Tablets e Acessórios",60,True,2025-03
649,2025-03-27 10:32:42,0.1264,374.73,360.35,Boleto,Confirmado,C00649,João Guilherme Rocha,Bom Jesus,PI,Nordeste,Scheduled,32.99,2025-04-13 08:05:56,2025-04-18 08:05:56,A Caminho,"Fone de Ouvido Sem Fio TWS, PHILIPS",3,124.91,"Fone de Ouvido Sem Fio TWS, PHILIPS",Eletrônicos,"Celulares, Tablets e Acessórios",21,True,2025-03
652,2025-03-12 00:50:07,0.1418,7196.04,6198.54,Debito,Em Analise,C00652,Ana Luiza Dias,Chapecó,SC,Sul,Standard,22.9,2025-04-24 14:44:59,2025-04-24 14:44:59,A Caminho,Samsung Galaxy Tab S6 Lite,4,1799.01,Samsung Galaxy Tab S6 Lite,Eletrônicos,"Celulares, Tablets e Acessórios",43,False,2025-03
653,2025-03-11 03:47:42,0.0578,3237.0,3072.8,Credito,Confirmado,C00653,Maria Vitória Fernandes,São Paulo,SP,Sudeste,Standard,22.9,2025-04-18 13:55:15,2025-04-23 13:55:15,Entregue,"Smart TV LED 32""Samsung LED Tizen TV",3,1079.0,"Smart TV LED 32""Samsung LED Tizen TV",Eletrônicos,Áudio e Vídeo,43,True,2025-03
654,2025-04-23 07:46:51,0.1408,1798.0,1577.83,Debito,Confirmado,C00654,Dra. Julia Castro,Rio de Janeiro,RJ,Sudeste,Scheduled,32.99,2025-05-01 13:42:02,2025-05-04 13:42:02,Trânsito,Fone de Ouvido Profissional EDIFIER WH950NB,2,899.0,Fone de Ouvido Profissional EDIFIER WH950NB,Eletrônicos,Áudio e Vídeo,11,True,2025-04
655,2025-04-05 04:43:43,0.0411,199.6,224.39,Debito,Cancelado,C00655,Leandro Cavalcanti,Blumenau,SC,Sul,Scheduled,32.99,2025-04-28 21:03:56,2025-05-02 21:03:56,A Caminho,Carregador Turbo USB-C 30W,4,49.9,Carregador Turbo USB-C 30W,Eletrônicos,"Celulares, Tablets e Acessórios",27,True,2025-04
656,2025-03-13 13:41:35,0.0327,99.8,119.44,Boleto,Em Analise,C00656,Levi Rodrigues,Cacoal,RO,Norte,Standard,22.9,2025-05-09 07:53:37,2025-05-11 07:53:37,Entregue,Carregador Turbo USB-C 30W,2,49.9,Carregador Turbo USB-C 30W,Eletrônicos,"Celulares, Tablets e Acessórios",58,True,2025-03
657,2025-04-11 03:12:46,0.0321,2847.0,2778.51,Credito,Processando,C00657,Pedro Nascimento,Uberlândia,MG,Sudeste,Standard,22.9,2025-04-15 22:56:01,2025-04-17 22:56:01,Trânsito,Smart TV 32” Philco LED Roku TV,3,949.0,Smart TV 32” Philco LED Roku TV,Eletrônicos,Áudio e Vídeo,6,True,2025-04
659,2025-02-23 01:39:21,0.1345,53.9,79.64,Boleto,Em Analise,C00659,Julia Nunes,Londrina,PR,Sul,Scheduled,32.99,2025-05-11 12:55:28,2025-05-14 12:55:28,Atrasado,Carregador Turbo Tipo-C 50w,1,53.9,Carregador Turbo Tipo-C 50w,Eletrônicos,"Celulares, Tablets e Acessórios",80,True,2025-02
662,2025-05-04 23:09:04,0.1278,5937.3,5201.41,Credito,Cancelado,C00662,Miguel Cardoso,Campinas,SP,Sudeste,Standard,22.9,2025-05-04 19:58:44,2025-05-09 19:58:44,Trânsito,Samsung Galaxy A36,3,1979.1,Samsung Galaxy A36,Eletrônicos,"Celulares, Tablets e Acessórios",4,True,2025-05
663,2025-03-02 09:04:10,0.127,769.9,715.02,PIX,Em Analise,C00663,Enrico Dias,Joinville,SC,Sul,Same-Day,42.9,2025-05-12 10:14:44,2025-05-12 10:14:44,Entregue,"Soundbar Tomate MTS-2017, Bivolt",1,769.9,"Soundbar Tomate MTS-2017, Bivolt",Eletrônicos,Áudio e Vídeo,71,False,2025-03
665,2025-02-28 09:04:09,0.1239,1898.0,1695.83,Credito,Em Analise,C00665,Luigi Rezende,Florianópolis,SC,Sul,Scheduled,32.99,2025-04-27 00:26:38,2025-05-02 00:26:38,Entregue,Smart TV 32” Philco LED Roku TV,2,949.0,Smart TV 32” Philco LED Roku TV,Eletrônicos,Áudio e Vídeo,62,True,2025-02
666,2025-03-10 04:17:15,0.0313,9149.97,8896.57,Debito,Processando,C00666,Ana Vitória Souza,Bayeux,PB,Nordeste,Scheduled,32.99,2025-04-30 05:37:57,2025-04-30 05:37:57,Entregue,"Projetor Smart Epson EpiqVision, FULL HD",3,3049.99,"Projetor Smart Epson EpiqVision, FULL HD",Eletrônicos,Áudio e Vídeo,51,False,2025-03
667,2025-04-15 18:48:11,0.0582,898.0,888.64,Credito,Cancelado,C00667,Marcelo Cardoso,Ribeirão Preto,SP,Sudeste,Same-Day,42.9,2025-04-12 22:36:39,2025-04-17 22:36:39,Atrasado,SSD Crucial 1TB NVMe M.2,2,449.0,SSD Crucial 1TB NVMe M.2,Eletrônicos,Informática,2,True,2025-04
668,2025-04-04 06:01:45,0.0961,1799.01,1659.12,Boleto,Confirmado,C00668,Isabelly das Neves,Caxias do Sul,RS,Sul,Scheduled,32.99,2025-04-19 09:22:16,2025-04-24 09:22:16,Entregue,Samsung Galaxy Tab S6 Lite,1,1799.01,Samsung Galaxy Tab S6 Lite,Eletrônicos,"Celulares, Tablets e Acessórios",20,True,2025-04
669,2025-03-31 22:13:39,0.1312,663.96,599.75,Credito,Cancelado,C00669,Benjamin Silva,Blumenau,SC,Sul,Standard,22.9,2025-04-26 09:57:13,2025-04-27 09:57:13,Atrasado,Mouse Redragon Wireless,4,165.99,Mouse Redragon Wireless,Eletrônicos,Informática,26,True,2025-03
671,2025-04-02 19:44:10,0.1259,2697.0,2390.44,Debito,Em Analise,C00671,Antônio Azevedo,Londrina,PR,Sul,Scheduled,32.99,2025-05-01 01:30:48,2025-05-04 01:30:48,A Caminho,Fone de Ouvido Profissional EDIFIER WH950NB,3,899.0,Fone de Ouvido Profissional EDIFIER WH950NB,Eletrônicos,Áudio e Vídeo,31,True,2025-04
676,2025-03-22 18:46:38,0.139,249.82,248.09,Credito,Processando,C00676,Júlia da Rocha,Rolim de Moura,RO,Norte,Scheduled,32.99,2025-04-24 01:09:48,2025-04-25 01:09:48,A Caminho,"Fone de Ouvido Sem Fio TWS, PHILIPS",2,124.91,"Fone de Ouvido Sem Fio TWS, PHILIPS",Eletrônicos,"Celulares, Tablets e Acessórios",33,True,2025-03
677,2025-04-07 15:05:28,0.0784,7916.4,7328.74,Boleto,Confirmado,C00677,Dr. Theo Dias,Pelotas,RS,Sul,Scheduled,32.99,2025-05-07 01:51:21,2025-05-12 01:51:21,Trânsito,Samsung Galaxy A36,4,1979.1,Samsung Galaxy A36,Eletrônicos,"Celulares, Tablets e Acessórios",34,True,2025-04
678,2025-04-15 13:59:35,0.0965,769.9,738.5,PIX,Confirmado,C00678,Giovanna Melo,Recife,PE,Nordeste,Same-Day,42.9,2025-04-23 21:03:08,2025-04-26 21:03:08,A Caminho,"Soundbar Tomate MTS-2017, Bivolt",1,769.9,"Soundbar Tomate MTS-2017, Bivolt",Eletrônicos,Áudio e Vídeo,11,True,2025-04
679,2025-02-17 06:02:33,0.1317,899.0,803.5,Boleto,Processando,C00679,Davi Lucas Moura,Serra,ES,Sudeste,Standard,22.9,2025-05-15 13:33:36,2025-05-16 13:33:36,A Caminho,Fone de Ouvido Profissional EDIFIER WH950NB,1,899.0,Fone de Ouvido Profissional EDIFIER WH950NB,Eletrônicos,Áudio e Vídeo,88,True,2025-02
682,2025-02-23 20:16:07,0.0791,2309.7,2149.9,Boleto,Processando,C00682,Rodrigo Carvalho,Niterói,RJ,Sudeste,Standard,22.9,2025-04-16 22:41:20,2025-04-17 22:41:20,Trânsito,"Soundbar Tomate MTS-2017, Bivolt",3,769.9,"Soundbar Tomate MTS-2017, Bivolt",Eletrônicos,Áudio e Vídeo,53,True,2025-02
683,2025-04-04 00:26:35,0.0029,9149.97,9146.34,PIX,Processando,C00683,Alana Souza,Rolim de Moura,RO,Norte,Standard,22.9,2025-04-21 02:23:11,2025-04-23 02:23:11,Atrasado,"Projetor Smart Epson EpiqVision, FULL HD",3,3049.99,"Projetor Smart Epson EpiqVision, FULL HD",Eletrônicos,Áudio e Vídeo,19,True,2025-04
684,2025-03-16 16:08:47,0.0745,249.82,264.2,Credito,Em Analise,C00684,Evelyn Pinto,João Pessoa,PB,Nordeste,Scheduled,32.99,2025-04-13 08:56:20,2025-04-18 08:56:20,A Caminho,"Fone de Ouvido Sem Fio TWS, PHILIPS",2,124.91,"Fone de Ouvido Sem Fio TWS, PHILIPS",Eletrônicos,"Celulares, Tablets e Acessórios",32,True,2025-03
685,2025-02-27 00:01:32,0.0437,389.58,395.46,Boleto,Em Analise,C00685,Vinicius Gomes,João Pessoa,PB,Nordeste,Standard,22.9,2025-04-30 03:43:36,2025-05-04 03:43:36,Trânsito,Fone de ouvido Sem Fio QCY T27,3,129.86,Fone de ouvido Sem Fio QCY T27,Eletrônicos,"Celulares, Tablets e Acessórios",66,True,2025-02
686,2025-03-13 07:43:59,0.1392,49.9,65.85,Debito,Processando,C00686,Júlia Dias,Santarém,PA,Norte,Standard,22.9,2025-04-24 07:39:44,2025-04-26 07:39:44,Entregue,Carregador Turbo USB-C 30W,1,49.9,Carregador Turbo USB-C 30W,Eletrônicos,"Celulares, Tablets e Acessórios",43,True,2025-03
687,2025-03-20 17:38:04,0.0132,99.8,121.38,Credito,Cancelado,C00687,Manuela Lopes,Londrina,PR,Sul,Standard,22.9,2025-04-17 14:24:10,2025-04-21 14:24:10,A Caminho,Carregador Turbo USB-C 30W,2,49.9,Carregador Turbo USB-C 30W,Eletrônicos,"Celulares, Tablets e Acessórios",31,True,2025-03
688,2025-03-08 22:51:40,0.0689,898.0,859.03,PIX,Confirmado,C00688,Levi Freitas,Ji-Paraná,RO,Norte,Standard,22.9,2025-04-14 11:12:04,2025-04-18 11:12:04,A Caminho,SSD Crucial 1TB NVMe M.2,2,449.0,SSD Crucial 1TB NVMe M.2,Eletrônicos,Informática,40,True,2025-03
691,2025-03-22 07:16:27,0.1052,2742.13,2476.56,Boleto,Confirmado,C00691,André Correia,São Gonçalo,RJ,Sudeste,Standard,22.9,2025-05-10 18:34:36,2025-05-15 18:34:36,Trânsito,Projetor EPSON Powerlite Wide Screen,1,2742.13,Projetor EPSON Powerlite Wide Screen,Eletrônicos,Áudio e Vídeo,54,True,2025-03
693,2025-04-28 03:32:43,0.0421,129.86,157.38,Boleto,Processando,C00693,Sr. Kaique da Mota,Feira de Santana,BA,Nordeste,Scheduled,32.99,2025-05-06 12:35:39,2025-05-06 12:35:39,Trânsito,Fone de ouvido Sem Fio QCY T27,1,129.86,Fone de ouvido Sem Fio QCY T27,Eletrônicos,"Celulares, Tablets e Acessórios",8,False,2025-04
695,2025-04-02 15:37:14,0.0135,5484.26,5453.12,Debito,Em Analise,C00695,Manuela Santos,Caxias do Sul,RS,Sul,Same-Day,42.9,2025-04-24 10:23:27,2025-04-24 10:23:27,Trânsito,Projetor EPSON Powerlite Wide Screen,2,2742.13,Projetor EPSON Powerlite Wide Screen,Eletrônicos,Áudio e Vídeo,21,False,2025-04
696,2025-05-15 20:53:14,0.1179,107.8,117.99,PIX,Processando,C00696,Luna Oliveira,Vitória,ES,Sudeste,Standard,22.9,2025-05-11 16:18:45,2025-05-16 16:18:45,Trânsito,Carregador Turbo Tipo-C 50w,2,53.9,Carregador Turbo Tipo-C 50w,Eletrônicos,"Celulares, Tablets e Acessórios",0,True,2025-05
697,2025-04-13 15:50:36,0.0486,524.7,522.1,Boleto,Cancelado,C00697,Srta. Gabrielly Cardoso,Serra,ES,Sudeste,Standard,22.9,2025-04-16 08:36:53,2025-04-18 08:36:53,A Caminho,Teclado Mecanico Fizz,3,174.9,Teclado Mecanico Fizz,Eletrônicos,Informática,4,True,2025-04
699,2025-04-05 01:54:44,0.0536,1796.0,1742.63,Credito,Processando,C00699,Pedro Lucas Cardoso,Cascavel,PR,Sul,Same-Day,42.9,2025-05-05 19:50:14,2025-05-08 19:50:14,Trânsito,SSD Crucial 1TB NVMe M.2,4,449.0,SSD Crucial 1TB NVMe M.2,Eletrônicos,Informática,33,True,2025-04
700,2025-03-09 14:42:22,0.0696,4288.0,4012.46,Boleto,Em Analise,C00700,Helena da Luz,Caxias do Sul,RS,Sul,Standard,22.9,2025-05-10 01:03:28,2025-05-15 01:03:28,Atrasado,"Soundbar Samsung com 2.1 canais, Dolby Digital",4,1072.0,"Soundbar Samsung com 2.1 canais, Dolby Digital",Eletrônicos,Áudio e Vídeo,66,True,2025-03
701,2025-04-09 01:08:32,0.0833,51.8,80.48,Debito,Processando,C00701,Isabelly Pereira,Parintins,AM,Norte,Scheduled,32.99,2025-04-28 11:19:14,2025-04-29 11:19:14,Trânsito,Película para iPhone 14Pro Anti impacto,1,51.8,Película para iPhone 14Pro Anti impacto,Eletrônicos,"Celulares, Tablets e Acessórios",20,True,2025-04
703,2025-03-16 22:22:19,0.0317,3958.2,3855.63,PIX,Em Analise,C00703,Lorenzo Moura,Vitória da Conquista,BA,Nordeste,Standard,22.9,2025-04-18 03:35:59,2025-04-19 03:35:59,Entregue,Samsung Galaxy A36,2,1979.1,Samsung Galaxy A36,Eletrônicos,"Celulares, Tablets e Acessórios",33,True,2025-03
704,2025-04-06 01:56:41,0.0598,1286.97,1243.0,PIX,Cancelado,C00704,Leandro Moraes,Contagem,MG,Sudeste,Scheduled,32.99,2025-04-24 20:48:05,2025-04-26 20:48:05,A Caminho,Fone de Ouvido Profissional AKG K92,3,428.99,Fone de Ouvido Profissional AKG K92,Eletrônicos,Áudio e Vídeo,20,True,2025-04
705,2025-02-26 21:07:45,0.0195,389.58,404.88,Boleto,Cancelado,C00705,João Gabriel Vieira,Gravataí,RS,Sul,Standard,22.9,2025-05-03 03:55:04,2025-05-05 03:55:04,Atrasado,Fone de ouvido Sem Fio QCY T27,3,129.86,Fone de ouvido Sem Fio QCY T27,Eletrônicos,"Celulares, Tablets e Acessórios",67,True,2025-02
706,2025-03-06 04:46:01,0.0114,17.9,60.6,PIX,Cancelado,C00706,Dr. Emanuel Costela,Cachoeiro de Itapemirim,ES,Sudeste,Same-Day,42.9,2025-05-07 05:10:50,2025-05-10 05:10:50,Atrasado,Película de Vidro 3D Galaxy A30s,1,17.9,Película de Vidro 3D Galaxy A30s,Eletrônicos,"Celulares, Tablets e Acessórios",65,True,2025-03
711,2025-04-06 20:32:23,0.0801,9149.97,8459.96,PIX,Confirmado,C00711,Vinicius Rocha,Nova Iguaçu,RJ,Sudeste,Same-Day,42.9,2025-04-16 14:49:26,2025-04-21 14:49:26,Atrasado,"Projetor Smart Epson EpiqVision, FULL HD",3,3049.99,"Projetor Smart Epson EpiqVision, FULL HD",Eletrônicos,Áudio e Vídeo,14,True,2025-04
712,2025-04-05 15:26:23,0.0202,2847.0,2812.39,Boleto,Cancelado,C00712,Sr. Enzo Gabriel Oliveira,Itacoatiara,AM,Norte,Standard,22.9,2025-04-21 11:06:47,2025-04-24 11:06:47,A Caminho,Smart TV 32” Philco LED Roku TV,3,949.0,Smart TV 32” Philco LED Roku TV,Eletrônicos,Áudio e Vídeo,18,True,2025-04
713,2025-04-02 11:18:16,0.008,124.91,146.81,Boleto,Em Analise,C00713,Gustavo Souza,Salvador,BA,Nordeste,Standard,22.9,2025-04-25 00:31:00,2025-04-30 00:31:00,Trânsito,"Fone de Ouvido Sem Fio TWS, PHILIPS",1,124.91,"Fone de Ouvido Sem Fio TWS, PHILIPS",Eletrônicos,"Celulares, Tablets e Acessórios",27,True,2025-04
714,2025-03-31 01:11:16,0.018,2309.7,2291.03,PIX,Processando,C00714,Felipe da Paz,Caxias do Sul,RS,Sul,Standard,22.9,2025-04-20 19:19:06,2025-04-22 19:19:06,Atrasado,"Soundbar Tomate MTS-2017, Bivolt",3,769.9,"Soundbar Tomate MTS-2017, Bivolt",Eletrônicos,Áudio e Vídeo,22,True,2025-03
715,2025-03-22 04:45:49,0.0707,769.9,748.46,Debito,Em Analise,C00715,Srta. Rafaela Porto,Chapecó,SC,Sul,Scheduled,32.99,2025-04-25 07:53:59,2025-04-26 07:53:59,Entregue,"Soundbar Tomate MTS-2017, Bivolt",1,769.9,"Soundbar Tomate MTS-2017, Bivolt",Eletrônicos,Áudio e Vídeo,35,True,2025-03
